trial_id,mode,relpath_txt,n_agents,correct,choiceA_xy,choiceA_cell,choiceB_xy,choiceB_cell,choiceC_xy,choiceC_cell,choiceD_xy,choiceD_cell
3_12_774,intermediate_case2,intermediate_case2/3_12_774.txt,3,A,"[[9, 12], [1, 5], [5, 9]]","[272, 96, 196]","[[12, 10], [3, 5], [6, 6]]","[227, 98, 125]","[[10, 10], [3, 6], [7, 8]]","[225, 122, 174]","[[10, 12], [1, 6], [6, 9]]","[273, 120, 197]"
3_12_775,intermediate_case2,intermediate_case2/3_12_775.txt,3,D,"[[6, 6], [8, 4], [12, 4]]","[125, 79, 83]","[[10, 7], [10, 8], [10, 8]]","[153, 177, 177]","[[10, 7], [11, 8], [11, 8]]","[153, 178, 178]","[[9, 6], [12, 9], [11, 8]]","[128, 203, 178]"
3_12_777,intermediate_case2,intermediate_case2/3_12_777.txt,3,C,"[[1, 1], [9, 11], [6, 6]]","[0, 248, 125]","[[3, 2], [6, 12], [5, 7]]","[26, 269, 148]","[[2, 1], [8, 12], [5, 7]]","[1, 271, 148]","[[3, 2], [8, 11], [6, 7]]","[26, 247, 149]"
3_12_778,intermediate_case2,intermediate_case2/3_12_778.txt,3,C,"[[6, 6], [12, 3], [2, 2]]","[125, 59, 25]","[[8, 8], [12, 2], [7, 5]]","[175, 35, 102]","[[4, 9], [12, 7], [8, 8]]","[195, 155, 175]","[[5, 8], [11, 6], [8, 7]]","[172, 130, 151]"
3_12_780,intermediate_case2,intermediate_case2/3_12_780.txt,3,B,"[[6, 4], [1, 11], [6, 6]]","[77, 240, 125]","[[9, 4], [2, 9], [6, 7]]","[80, 193, 149]","[[9, 2], [2, 11], [6, 7]]","[32, 241, 149]","[[10, 4], [2, 10], [6, 7]]","[81, 217, 149]"
3_12_781,intermediate_case2,intermediate_case2/3_12_781.txt,3,C,"[[6, 6], [7, 3], [4, 5]]","[125, 54, 99]","[[10, 8], [8, 2], [9, 5]]","[177, 31, 104]","[[12, 7], [8, 1], [11, 4]]","[155, 7, 82]","[[12, 8], [9, 1], [11, 4]]","[179, 8, 82]"
3_12_783,intermediate_case2,intermediate_case2/3_12_783.txt,3,C,"[[3, 4], [1, 3], [6, 6]]","[74, 48, 125]","[[3, 3], [1, 2], [2, 3]]","[50, 24, 49]","[[3, 4], [3, 3], [3, 4]]","[74, 50, 74]","[[2, 3], [3, 2], [3, 3]]","[49, 26, 50]"
3_12_787,intermediate_case2,intermediate_case2/3_12_787.txt,3,D,"[[6, 6], [3, 4], [9, 5]]","[125, 74, 104]","[[5, 8], [2, 1], [4, 5]]","[172, 1, 99]","[[4, 10], [1, 4], [3, 7]]","[219, 72, 146]","[[3, 11], [1, 3], [2, 7]]","[242, 48, 145]"
3_12_789,intermediate_case2,intermediate_case2/3_12_789.txt,3,C,"[[8, 11], [9, 3], [6, 6]]","[247, 56, 125]","[[8, 9], [10, 1], [9, 5]]","[199, 9, 104]","[[12, 10], [12, 2], [12, 6]]","[227, 35, 131]","[[11, 11], [12, 2], [12, 7]]","[250, 35, 155]"
3_12_79,intermediate_case2,intermediate_case2/3_12_79.txt,3,A,"[[9, 7], [10, 1], [10, 4]]","[152, 9, 81]","[[6, 6], [11, 6], [9, 1]]","[125, 130, 8]","[[9, 7], [11, 1], [10, 4]]","[152, 10, 81]","[[9, 6], [10, 2], [10, 4]]","[128, 33, 81]"
3_12_790,intermediate_case2,intermediate_case2/3_12_790.txt,3,C,"[[6, 6], [6, 3], [11, 6]]","[125, 53, 130]","[[4, 11], [6, 2], [6, 7]]","[243, 29, 149]","[[3, 11], [9, 4], [6, 8]]","[242, 80, 173]","[[4, 12], [8, 5], [6, 9]]","[267, 103, 197]"
3_12_791,intermediate_case2,intermediate_case2/3_12_791.txt,3,D,"[[8, 3], [6, 6], [7, 2]]","[55, 125, 30]","[[10, 2], [8, 5], [9, 4]]","[33, 103, 80]","[[9, 1], [7, 5], [8, 3]]","[8, 102, 55]","[[10, 1], [8, 4], [9, 3]]","[9, 79, 56]"
3_12_792,intermediate_case2,intermediate_case2/3_12_792.txt,3,A,"[[1, 1], [5, 3], [3, 2]]","[0, 52, 26]","[[1, 1], [8, 3], [6, 6]]","[0, 55, 125]","[[1, 1], [6, 3], [3, 2]]","[0, 53, 26]","[[2, 1], [4, 4], [3, 2]]","[1, 75, 26]"
3_12_793,intermediate_case2,intermediate_case2/3_12_793.txt,3,A,"[[5, 3], [10, 7], [8, 5]]","[52, 153, 103]","[[6, 6], [9, 1], [11, 9]]","[125, 8, 202]","[[7, 3], [9, 4], [8, 4]]","[54, 80, 79]","[[6, 3], [11, 6], [9, 5]]","[53, 130, 104]"
3_12_794,intermediate_case2,intermediate_case2/3_12_794.txt,3,B,"[[4, 12], [6, 6], [9, 4]]","[267, 125, 80]","[[10, 10], [6, 6], [8, 8]]","[225, 125, 175]","[[7, 10], [6, 7], [7, 9]]","[222, 149, 198]","[[9, 11], [5, 6], [7, 9]]","[248, 124, 198]"
3_12_796,intermediate_case2,intermediate_case2/3_12_796.txt,3,C,"[[6, 6], [10, 2], [2, 8]]","[125, 33, 169]","[[5, 6], [12, 3], [7, 5]]","[124, 59, 102]","[[6, 2], [8, 3], [7, 3]]","[29, 55, 54]","[[6, 3], [9, 2], [8, 3]]","[53, 32, 55]"
3_12_797,intermediate_case2,intermediate_case2/3_12_797.txt,3,D,"[[3, 11], [6, 6], [7, 11]]","[242, 125, 246]","[[1, 11], [6, 5], [3, 8]]","[240, 101, 170]","[[3, 9], [7, 4], [5, 7]]","[194, 78, 148]","[[4, 10], [8, 5], [6, 8]]","[219, 103, 173]"
3_12_798,intermediate_case2,intermediate_case2/3_12_798.txt,3,D,"[[12, 2], [6, 11], [6, 6]]","[35, 245, 125]","[[12, 3], [5, 10], [9, 7]]","[59, 220, 152]","[[12, 3], [6, 11], [9, 7]]","[59, 245, 152]","[[12, 2], [5, 11], [9, 7]]","[35, 244, 152]"
3_12_8,intermediate_case2,intermediate_case2/3_12_8.txt,3,D,"[[8, 2], [6, 6], [1, 2]]","[31, 125, 24]","[[6, 3], [3, 9], [5, 6]]","[53, 194, 124]","[[7, 3], [1, 7], [4, 5]]","[54, 144, 99]","[[7, 2], [1, 6], [4, 4]]","[30, 120, 75]"
3_12_80,intermediate_case2,intermediate_case2/3_12_80.txt,3,A,"[[8, 9], [1, 4], [5, 7]]","[199, 72, 148]","[[8, 12], [6, 6], [10, 1]]","[271, 125, 9]","[[7, 8], [4, 3], [6, 6]]","[174, 51, 125]","[[7, 9], [2, 4], [5, 7]]","[198, 73, 148]"
3_12_800,intermediate_case2,intermediate_case2/3_12_800.txt,3,A,"[[12, 3], [7, 5], [10, 4]]","[59, 102, 81]","[[11, 1], [6, 6], [3, 8]]","[10, 125, 170]","[[12, 1], [7, 7], [8, 4]]","[11, 150, 79]","[[11, 2], [8, 4], [10, 3]]","[34, 79, 57]"
3_12_801,intermediate_case2,intermediate_case2/3_12_801.txt,3,D,"[[11, 12], [10, 10], [6, 6]]","[274, 225, 125]","[[12, 11], [7, 11], [10, 11]]","[251, 246, 249]","[[11, 11], [10, 11], [11, 11]]","[250, 249, 250]","[[10, 12], [9, 10], [10, 11]]","[273, 224, 249]"
3_12_802,intermediate_case2,intermediate_case2/3_12_802.txt,3,D,"[[6, 6], [4, 10], [11, 5]]","[125, 219, 106]","[[8, 5], [1, 10], [6, 8]]","[103, 216, 173]","[[6, 7], [1, 10], [4, 9]]","[149, 216, 195]","[[5, 6], [2, 11], [4, 9]]","[124, 241, 195]"
3_12_803,intermediate_case2,intermediate_case2/3_12_803.txt,3,B,"[[11, 8], [6, 6], [4, 6]]","[178, 125, 123]","[[11, 10], [10, 4], [11, 7]]","[226, 81, 154]","[[9, 10], [8, 5], [9, 8]]","[224, 103, 176]","[[10, 10], [9, 5], [10, 8]]","[225, 104, 177]"
3_12_805,intermediate_case2,intermediate_case2/3_12_805.txt,3,B,"[[6, 6], [10, 10], [5, 3]]","[125, 225, 52]","[[4, 9], [10, 11], [7, 10]]","[195, 249, 222]","[[5, 8], [8, 12], [7, 8]]","[172, 271, 174]","[[5, 9], [10, 12], [8, 11]]","[196, 273, 247]"
3_12_807,intermediate_case2,intermediate_case2/3_12_807.txt,3,A,"[[11, 7], [1, 10], [6, 9]]","[154, 216, 197]","[[8, 3], [1, 9], [6, 6]]","[55, 192, 125]","[[10, 5], [1, 11], [5, 8]]","[105, 240, 172]","[[10, 7], [1, 9], [6, 8]]","[153, 192, 173]"
3_12_808,intermediate_case2,intermediate_case2/3_12_808.txt,3,B,"[[6, 6], [10, 10], [1, 1]]","[125, 225, 0]","[[7, 10], [10, 10], [9, 10]]","[222, 225, 224]","[[7, 10], [11, 11], [6, 6]]","[222, 250, 125]","[[6, 11], [11, 10], [9, 10]]","[245, 226, 224]"
3_12_809,intermediate_case2,intermediate_case2/3_12_809.txt,3,D,"[[7, 6], [6, 6], [9, 3]]","[126, 125, 56]","[[7, 7], [3, 9], [5, 8]]","[150, 194, 172]","[[7, 8], [2, 8], [5, 8]]","[174, 169, 172]","[[8, 7], [1, 7], [5, 7]]","[151, 144, 148]"
3_12_81,intermediate_case2,intermediate_case2/3_12_81.txt,3,B,"[[11, 11], [6, 5], [6, 6]]","[250, 101, 125]","[[7, 11], [8, 6], [8, 9]]","[246, 127, 199]","[[10, 10], [7, 9], [9, 10]]","[225, 198, 224]","[[6, 12], [9, 6], [8, 10]]","[269, 128, 223]"
3_12_810,intermediate_case2,intermediate_case2/3_12_810.txt,3,B,"[[3, 3], [8, 5], [6, 6]]","[50, 103, 125]","[[6, 5], [4, 2], [5, 4]]","[101, 27, 76]","[[4, 1], [7, 3], [6, 2]]","[3, 54, 29]","[[5, 4], [5, 3], [5, 4]]","[76, 52, 76]"
3_12_811,intermediate_case2,intermediate_case2/3_12_811.txt,3,A,"[[5, 5], [8, 11], [7, 9]]","[100, 247, 198]","[[6, 6], [11, 12], [8, 12]]","[125, 274, 271]","[[6, 5], [10, 12], [8, 9]]","[101, 273, 199]","[[4, 6], [9, 12], [7, 10]]","[123, 272, 222]"
3_12_812,intermediate_case2,intermediate_case2/3_12_812.txt,3,A,"[[10, 6], [5, 8], [8, 7]]","[129, 172, 151]","[[8, 3], [6, 6], [9, 11]]","[55, 125, 248]","[[8, 5], [5, 8], [7, 7]]","[103, 172, 150]","[[10, 5], [6, 9], [8, 7]]","[105, 197, 151]"
3_12_814,intermediate_case2,intermediate_case2/3_12_814.txt,3,A,"[[3, 5], [12, 4], [8, 5]]","[98, 83, 103]","[[6, 6], [8, 2], [4, 7]]","[125, 31, 147]","[[4, 4], [10, 1], [7, 3]]","[75, 9, 54]","[[4, 6], [11, 4], [8, 5]]","[123, 82, 103]"
3_12_816,intermediate_case2,intermediate_case2/3_12_816.txt,3,B,"[[10, 3], [3, 6], [6, 6]]","[57, 122, 125]","[[12, 4], [4, 6], [8, 5]]","[83, 123, 103]","[[10, 1], [5, 6], [8, 4]]","[9, 124, 79]","[[12, 3], [5, 7], [9, 5]]","[59, 148, 104]"
3_12_817,intermediate_case2,intermediate_case2/3_12_817.txt,3,A,"[[6, 7], [8, 4], [7, 6]]","[149, 79, 126]","[[6, 6], [6, 8], [5, 12]]","[125, 173, 268]","[[7, 6], [8, 6], [8, 7]]","[126, 127, 151]","[[6, 6], [7, 5], [7, 6]]","[125, 102, 126]"
3_12_818,intermediate_case2,intermediate_case2/3_12_818.txt,3,A,"[[6, 4], [6, 6], [6, 5]]","[77, 125, 101]","[[4, 6], [6, 6], [12, 9]]","[123, 125, 203]","[[6, 7], [6, 6], [7, 7]]","[149, 125, 150]","[[6, 5], [7, 5], [7, 5]]","[101, 102, 102]"
3_12_819,intermediate_case2,intermediate_case2/3_12_819.txt,3,D,"[[8, 7], [5, 12], [6, 6]]","[151, 268, 125]","[[7, 7], [4, 12], [6, 10]]","[150, 267, 221]","[[7, 6], [3, 12], [5, 9]]","[126, 266, 196]","[[8, 6], [2, 11], [5, 9]]","[127, 241, 196]"
3_12_82,intermediate_case2,intermediate_case2/3_12_82.txt,3,D,"[[6, 6], [3, 2], [4, 5]]","[125, 26, 99]","[[7, 7], [4, 4], [6, 6]]","[150, 75, 125]","[[9, 8], [5, 4], [7, 6]]","[176, 76, 126]","[[9, 9], [6, 3], [8, 6]]","[200, 53, 127]"
3_12_820,intermediate_case2,intermediate_case2/3_12_820.txt,3,A,"[[8, 9], [7, 11], [8, 10]]","[199, 246, 223]","[[6, 6], [6, 11], [8, 7]]","[125, 245, 151]","[[7, 9], [9, 10], [8, 10]]","[198, 224, 223]","[[7, 9], [8, 12], [8, 11]]","[198, 271, 247]"
3_12_821,intermediate_case2,intermediate_case2/3_12_821.txt,3,C,"[[6, 8], [6, 6], [10, 6]]","[173, 125, 129]","[[5, 10], [7, 3], [6, 7]]","[220, 54, 149]","[[4, 12], [4, 4], [4, 8]]","[267, 75, 171]","[[5, 11], [3, 4], [4, 8]]","[244, 74, 171]"
3_12_822,intermediate_case2,intermediate_case2/3_12_822.txt,3,C,"[[2, 2], [1, 3], [6, 6]]","[25, 48, 125]","[[3, 2], [1, 4], [2, 3]]","[26, 72, 49]","[[6, 3], [1, 3], [4, 3]]","[53, 48, 51]","[[5, 2], [1, 2], [3, 2]]","[28, 24, 26]"
3_12_824,intermediate_case2,intermediate_case2/3_12_824.txt,3,A,"[[9, 7], [4, 12], [7, 10]]","[152, 267, 222]","[[7, 9], [6, 6], [10, 12]]","[198, 125, 273]","[[8, 8], [5, 8], [7, 8]]","[175, 172, 174]","[[8, 6], [5, 11], [7, 9]]","[127, 244, 198]"
3_12_825,intermediate_case2,intermediate_case2/3_12_825.txt,3,A,"[[1, 11], [9, 6], [5, 9]]","[240, 128, 196]","[[4, 11], [5, 3], [6, 6]]","[243, 52, 125]","[[1, 11], [7, 3], [4, 7]]","[240, 54, 147]","[[2, 11], [9, 5], [6, 8]]","[241, 104, 173]"
3_12_826,intermediate_case2,intermediate_case2/3_12_826.txt,3,C,"[[6, 6], [8, 12], [4, 11]]","[125, 271, 243]","[[3, 5], [7, 11], [5, 8]]","[98, 246, 172]","[[4, 5], [10, 8], [7, 7]]","[99, 177, 150]","[[4, 4], [9, 9], [7, 7]]","[75, 200, 150]"
3_12_828,intermediate_case2,intermediate_case2/3_12_828.txt,3,B,"[[5, 7], [1, 10], [6, 6]]","[148, 216, 125]","[[5, 10], [1, 4], [3, 7]]","[220, 72, 146]","[[6, 9], [1, 8], [3, 9]]","[197, 168, 194]","[[6, 11], [2, 4], [4, 8]]","[245, 73, 171]"
3_12_829,intermediate_case2,intermediate_case2/3_12_829.txt,3,A,"[[3, 6], [3, 5], [3, 6]]","[122, 98, 122]","[[6, 6], [2, 4], [4, 5]]","[125, 73, 99]","[[6, 5], [3, 3], [5, 4]]","[101, 50, 76]","[[2, 5], [3, 4], [3, 5]]","[97, 74, 98]"
3_12_83,intermediate_case2,intermediate_case2/3_12_83.txt,3,B,"[[5, 1], [6, 6], [3, 6]]","[4, 125, 122]","[[7, 1], [2, 11], [5, 6]]","[6, 241, 124]","[[5, 2], [4, 8], [5, 5]]","[28, 171, 100]","[[8, 1], [2, 10], [5, 5]]","[7, 217, 100]"
3_12_830,intermediate_case2,intermediate_case2/3_12_830.txt,3,D,"[[1, 12], [6, 6], [3, 10]]","[264, 125, 218]","[[4, 11], [5, 7], [5, 9]]","[243, 148, 196]","[[4, 11], [6, 7], [6, 8]]","[243, 149, 173]","[[5, 10], [6, 8], [6, 9]]","[220, 173, 197]"
3_12_832,intermediate_case2,intermediate_case2/3_12_832.txt,3,D,"[[6, 6], [6, 8], [9, 6]]","[125, 173, 128]","[[6, 7], [4, 8], [5, 8]]","[149, 171, 172]","[[9, 6], [1, 7], [5, 7]]","[128, 144, 148]","[[8, 6], [2, 8], [5, 7]]","[127, 169, 148]"
3_12_834,intermediate_case2,intermediate_case2/3_12_834.txt,3,B,"[[11, 9], [8, 12], [6, 6]]","[202, 271, 125]","[[10, 10], [8, 11], [9, 11]]","[225, 247, 248]","[[12, 10], [8, 12], [11, 11]]","[227, 271, 250]","[[11, 10], [9, 11], [10, 11]]","[226, 248, 249]"
3_12_835,intermediate_case2,intermediate_case2/3_12_835.txt,3,A,"[[8, 6], [4, 10], [6, 8]]","[127, 219, 173]","[[6, 6], [7, 12], [2, 6]]","[125, 270, 121]","[[7, 6], [6, 12], [7, 9]]","[126, 269, 198]","[[8, 7], [5, 11], [7, 9]]","[151, 244, 198]"
3_12_836,intermediate_case2,intermediate_case2/3_12_836.txt,3,A,"[[7, 5], [5, 8], [6, 7]]","[102, 172, 149]","[[5, 5], [6, 6], [3, 1]]","[100, 125, 2]","[[6, 5], [6, 10], [6, 6]]","[101, 221, 125]","[[6, 6], [6, 8], [6, 7]]","[125, 173, 149]"
3_12_837,intermediate_case2,intermediate_case2/3_12_837.txt,3,C,"[[4, 9], [9, 8], [6, 6]]","[195, 176, 125]","[[3, 9], [8, 7], [6, 8]]","[194, 151, 173]","[[3, 7], [5, 4], [4, 6]]","[146, 76, 123]","[[3, 6], [6, 4], [5, 5]]","[122, 77, 100]"
3_12_838,intermediate_case2,intermediate_case2/3_12_838.txt,3,D,"[[6, 6], [11, 8], [2, 3]]","[125, 178, 49]","[[8, 4], [11, 10], [7, 7]]","[79, 226, 150]","[[9, 6], [11, 12], [10, 9]]","[128, 274, 201]","[[8, 7], [12, 12], [10, 10]]","[151, 275, 225]"
3_12_84,intermediate_case2,intermediate_case2/3_12_84.txt,3,B,"[[12, 3], [9, 3], [6, 6]]","[59, 56, 125]","[[12, 5], [10, 2], [11, 4]]","[107, 33, 82]","[[11, 3], [8, 5], [10, 4]]","[58, 103, 81]","[[11, 5], [9, 3], [10, 4]]","[106, 56, 81]"
3_12_840,intermediate_case2,intermediate_case2/3_12_840.txt,3,B,"[[3, 6], [8, 1], [6, 6]]","[122, 7, 125]","[[2, 9], [9, 2], [6, 6]]","[193, 32, 125]","[[1, 8], [5, 1], [3, 5]]","[168, 4, 98]","[[3, 10], [8, 2], [6, 6]]","[218, 31, 125]"
3_12_841,intermediate_case2,intermediate_case2/3_12_841.txt,3,C,"[[6, 6], [4, 10], [5, 7]]","[125, 219, 148]","[[4, 4], [3, 11], [4, 8]]","[75, 242, 171]","[[4, 7], [4, 11], [4, 9]]","[147, 243, 195]","[[5, 6], [5, 12], [5, 9]]","[124, 268, 196]"
3_12_842,intermediate_case2,intermediate_case2/3_12_842.txt,3,C,"[[5, 12], [6, 6], [10, 7]]","[268, 125, 153]","[[2, 12], [6, 7], [5, 10]]","[265, 149, 220]","[[2, 9], [5, 8], [4, 9]]","[193, 172, 195]","[[3, 10], [4, 7], [4, 9]]","[218, 147, 195]"
3_12_843,intermediate_case2,intermediate_case2/3_12_843.txt,3,D,"[[9, 12], [11, 10], [6, 6]]","[272, 226, 125]","[[11, 7], [9, 10], [10, 9]]","[154, 224, 201]","[[12, 8], [8, 12], [10, 11]]","[179, 271, 249]","[[11, 7], [7, 12], [9, 10]]","[154, 270, 224]"
3_12_844,intermediate_case2,intermediate_case2/3_12_844.txt,3,A,"[[7, 2], [7, 11], [7, 7]]","[30, 246, 150]","[[6, 6], [9, 11], [2, 5]]","[125, 248, 97]","[[8, 3], [6, 10], [7, 7]]","[55, 221, 150]","[[8, 1], [6, 12], [7, 7]]","[7, 269, 150]"
3_12_845,intermediate_case2,intermediate_case2/3_12_845.txt,3,A,"[[6, 5], [6, 4], [6, 5]]","[101, 77, 101]","[[7, 5], [6, 6], [5, 10]]","[102, 125, 220]","[[5, 7], [5, 6], [5, 7]]","[148, 124, 148]","[[6, 6], [5, 5], [6, 6]]","[125, 100, 125]"
3_12_846,intermediate_case2,intermediate_case2/3_12_846.txt,3,A,"[[4, 8], [9, 4], [7, 6]]","[171, 80, 126]","[[6, 12], [9, 2], [6, 6]]","[269, 32, 125]","[[4, 11], [9, 3], [7, 7]]","[243, 56, 150]","[[3, 9], [9, 3], [6, 6]]","[194, 56, 125]"
3_12_847,intermediate_case2,intermediate_case2/3_12_847.txt,3,D,"[[6, 6], [11, 10], [1, 11]]","[125, 226, 240]","[[8, 5], [8, 11], [6, 8]]","[103, 247, 173]","[[11, 4], [7, 12], [9, 9]]","[82, 270, 200]","[[12, 5], [8, 12], [10, 9]]","[107, 271, 201]"
3_12_849,intermediate_case2,intermediate_case2/3_12_849.txt,3,C,"[[7, 2], [1, 7], [6, 6]]","[30, 144, 125]","[[7, 1], [1, 11], [4, 6]]","[6, 240, 123]","[[6, 2], [2, 10], [4, 6]]","[29, 217, 123]","[[7, 1], [2, 11], [4, 6]]","[6, 241, 123]"
3_12_85,intermediate_case2,intermediate_case2/3_12_85.txt,3,C,"[[6, 6], [7, 4], [3, 5]]","[125, 78, 98]","[[2, 7], [7, 2], [5, 5]]","[145, 30, 100]","[[1, 4], [6, 2], [4, 3]]","[72, 29, 51]","[[2, 4], [6, 1], [4, 2]]","[73, 5, 27]"
3_12_850,intermediate_case2,intermediate_case2/3_12_850.txt,3,D,"[[6, 6], [8, 8], [7, 3]]","[125, 175, 54]","[[8, 3], [7, 7], [8, 5]]","[55, 150, 103]","[[4, 4], [9, 9], [7, 7]]","[75, 200, 150]","[[3, 3], [10, 9], [7, 6]]","[50, 201, 126]"
3_12_851,intermediate_case2,intermediate_case2/3_12_851.txt,3,A,"[[5, 11], [6, 9], [6, 10]]","[244, 197, 221]","[[9, 7], [6, 6], [8, 6]]","[152, 125, 127]","[[8, 6], [6, 9], [7, 8]]","[127, 197, 174]","[[6, 10], [7, 8], [7, 9]]","[221, 174, 198]"
3_12_852,intermediate_case2,intermediate_case2/3_12_852.txt,3,A,"[[7, 9], [5, 5], [6, 7]]","[198, 100, 149]","[[3, 10], [3, 4], [6, 6]]","[218, 74, 125]","[[5, 12], [4, 3], [5, 8]]","[268, 51, 172]","[[7, 10], [6, 6], [7, 8]]","[222, 125, 174]"
3_12_853,intermediate_case2,intermediate_case2/3_12_853.txt,3,B,"[[6, 6], [5, 7], [5, 4]]","[125, 148, 76]","[[4, 2], [10, 4], [7, 3]]","[27, 81, 54]","[[5, 2], [9, 7], [7, 5]]","[28, 152, 102]","[[3, 1], [11, 5], [7, 3]]","[2, 106, 54]"
3_12_854,intermediate_case2,intermediate_case2/3_12_854.txt,3,D,"[[12, 11], [6, 6], [5, 6]]","[251, 125, 124]","[[12, 10], [1, 3], [7, 7]]","[227, 48, 150]","[[11, 9], [2, 3], [7, 6]]","[202, 49, 126]","[[10, 8], [3, 3], [7, 6]]","[177, 50, 126]"
3_12_855,intermediate_case2,intermediate_case2/3_12_855.txt,3,B,"[[1, 4], [1, 9], [6, 6]]","[72, 192, 125]","[[2, 5], [1, 11], [1, 8]]","[97, 240, 168]","[[2, 4], [1, 10], [1, 7]]","[73, 216, 144]","[[1, 5], [1, 12], [1, 9]]","[96, 264, 192]"
3_12_856,intermediate_case2,intermediate_case2/3_12_856.txt,3,B,"[[6, 6], [7, 12], [1, 5]]","[125, 270, 96]","[[4, 9], [6, 10], [5, 10]]","[195, 221, 220]","[[7, 6], [8, 11], [6, 9]]","[126, 247, 197]","[[5, 9], [6, 11], [6, 10]]","[196, 245, 221]"
3_12_857,intermediate_case2,intermediate_case2/3_12_857.txt,3,D,"[[3, 6], [6, 6], [10, 2]]","[122, 125, 33]","[[3, 8], [1, 3], [5, 6]]","[170, 48, 124]","[[4, 8], [3, 1], [4, 5]]","[171, 2, 99]","[[4, 9], [2, 2], [3, 6]]","[195, 25, 122]"
3_12_858,intermediate_case2,intermediate_case2/3_12_858.txt,3,A,"[[1, 5], [3, 8], [2, 7]]","[96, 170, 145]","[[2, 7], [3, 5], [6, 6]]","[145, 98, 125]","[[1, 4], [3, 6], [2, 5]]","[72, 122, 97]","[[1, 5], [2, 7], [2, 6]]","[96, 145, 121]"
3_12_86,intermediate_case2,intermediate_case2/3_12_86.txt,3,B,"[[6, 1], [6, 6], [11, 3]]","[5, 125, 58]","[[9, 1], [7, 5], [8, 3]]","[8, 102, 55]","[[7, 2], [6, 5], [7, 3]]","[30, 101, 54]","[[8, 2], [8, 5], [8, 4]]","[31, 103, 79]"
3_12_860,intermediate_case2,intermediate_case2/3_12_860.txt,3,B,"[[11, 10], [6, 6], [5, 12]]","[226, 125, 268]","[[10, 10], [1, 3], [6, 7]]","[225, 48, 149]","[[11, 12], [3, 4], [7, 9]]","[274, 74, 198]","[[11, 11], [1, 4], [6, 8]]","[250, 72, 173]"
3_12_861,intermediate_case2,intermediate_case2/3_12_861.txt,3,C,"[[9, 3], [8, 8], [6, 6]]","[56, 175, 125]","[[6, 1], [9, 7], [8, 4]]","[5, 152, 79]","[[6, 3], [8, 9], [7, 6]]","[53, 199, 126]","[[7, 2], [7, 8], [7, 5]]","[30, 174, 102]"
3_12_862,intermediate_case2,intermediate_case2/3_12_862.txt,3,D,"[[6, 6], [10, 10], [10, 8]]","[125, 225, 177]","[[5, 5], [10, 11], [8, 8]]","[100, 249, 175]","[[7, 8], [10, 9], [9, 9]]","[174, 201, 200]","[[8, 8], [11, 8], [10, 8]]","[175, 178, 177]"
3_12_863,intermediate_case2,intermediate_case2/3_12_863.txt,3,D,"[[10, 8], [6, 6], [10, 11]]","[177, 125, 249]","[[10, 6], [6, 9], [8, 8]]","[129, 197, 175]","[[8, 5], [6, 9], [7, 7]]","[103, 197, 150]","[[8, 4], [5, 9], [7, 7]]","[79, 196, 150]"
3_12_864,intermediate_case2,intermediate_case2/3_12_864.txt,3,C,"[[5, 7], [3, 4], [6, 6]]","[148, 74, 125]","[[4, 8], [3, 4], [4, 6]]","[171, 74, 123]","[[4, 6], [6, 4], [5, 5]]","[123, 77, 100]","[[5, 7], [6, 3], [6, 5]]","[148, 53, 101]"
3_12_865,intermediate_case2,intermediate_case2/3_12_865.txt,3,D,"[[6, 6], [10, 7], [1, 12]]","[125, 153, 264]","[[6, 5], [10, 6], [6, 7]]","[101, 129, 149]","[[7, 7], [11, 7], [9, 7]]","[150, 154, 152]","[[7, 6], [12, 7], [10, 7]]","[126, 155, 153]"
3_12_867,intermediate_case2,intermediate_case2/3_12_867.txt,3,D,"[[12, 5], [4, 4], [6, 6]]","[107, 75, 125]","[[9, 7], [4, 2], [7, 5]]","[152, 27, 102]","[[6, 7], [5, 2], [6, 5]]","[149, 28, 101]","[[7, 8], [4, 3], [6, 6]]","[174, 51, 125]"
3_12_868,intermediate_case2,intermediate_case2/3_12_868.txt,3,B,"[[6, 6], [12, 4], [4, 8]]","[125, 83, 171]","[[9, 8], [12, 4], [11, 6]]","[176, 83, 130]","[[8, 5], [12, 5], [9, 5]]","[103, 107, 104]","[[8, 7], [12, 5], [11, 6]]","[151, 107, 130]"
3_12_869,intermediate_case2,intermediate_case2/3_12_869.txt,3,D,"[[12, 10], [6, 6], [11, 5]]","[227, 125, 106]","[[11, 12], [3, 6], [7, 10]]","[274, 122, 222]","[[12, 12], [3, 4], [8, 8]]","[275, 74, 175]","[[11, 11], [2, 4], [7, 8]]","[250, 73, 174]"
3_12_87,intermediate_case2,intermediate_case2/3_12_87.txt,3,A,"[[8, 2], [3, 6], [6, 4]]","[31, 122, 77]","[[9, 4], [3, 3], [6, 6]]","[80, 50, 125]","[[9, 2], [1, 7], [5, 5]]","[32, 144, 100]","[[9, 2], [3, 7], [6, 5]]","[32, 146, 101]"
3_12_870,intermediate_case2,intermediate_case2/3_12_870.txt,3,B,"[[2, 12], [4, 11], [6, 6]]","[265, 243, 125]","[[3, 8], [7, 5], [5, 7]]","[170, 102, 148]","[[2, 10], [6, 7], [4, 9]]","[217, 149, 195]","[[4, 7], [6, 5], [5, 6]]","[147, 101, 124]"
